"from_airport";"to_airport";"departure_time";"arrival_time";"flight_number";"price"
"Milan";"Prague";2017-08-23 10:07:00;2017-08-23 12:37:00;"FN267";20503
"London";"Vienna";2017-08-23 06:52:00;2017-08-23 09:22:00;"FN338";3538
"Prague";"Vienna";2017-08-23 12:31:00;2017-08-23 15:01:00;"FN389";8791
"Milan";"Vienna";2017-08-23 18:18:00;2017-08-23 20:48:00;"FN343";15139
"London";"Milan";2017-08-23 20:45:00;2017-08-23 23:15:00;"FN356";12364
"Prague";"Milan";2017-08-23 08:16:00;2017-08-23 10:46:00;"FN363";2110
"Vienna";"Milan";2017-08-23 11:28:00;2017-08-23 13:58:00;"FN299";8202
"Prague";"London";2017-08-24 17:56:00;2017-08-24 20:26:00;"FN297";2395
"Vienna";"London";2017-08-24 15:37:00;2017-08-24 18:07:00;"FN367";8325
"Milan";"London";2017-08-24 13:29:00;2017-08-24 15:59:00;"FN373";9219
"London";"Prague";2017-08-24 14:35:00;2017-08-24 17:05:00;"FN277";15722
"Vienna";"Prague";2017-08-24 21:59:00;2017-08-25 00:29:00;"FN310";11465
"Milan";"Prague";2017-08-24 10:07:00;2017-08-24 12:37:00;"FN267";9203
"London";"Vienna";2017-08-24 06:52:00;2017-08-24 09:22:00;"FN338";10273
"Prague";"Vienna";2017-08-24 12:31:00;2017-08-24 15:01:00;"FN389";12251
"Milan";"Vienna";2017-08-24 18:18:00;2017-08-24 20:48:00;"FN343";5294
"London";"Milan";2017-08-24 20:45:00;2017-08-24 23:15:00;"FN356";6649
"Prague";"Milan";2017-08-24 08:16:00;2017-08-24 10:46:00;"FN363";11309
"Vienna";"Milan";2017-08-24 11:28:00;2017-08-24 13:58:00;"FN299";14882
"Prague";"London";2017-08-25 17:56:00;2017-08-25 20:26:00;"FN297";4294
"Vienna";"London";2017-08-25 15:37:00;2017-08-25 18:07:00;"FN367";7714
"Milan";"London";2017-08-25 13:29:00;2017-08-25 15:59:00;"FN373";7613
"London";"Prague";2017-08-25 14:35:00;2017-08-25 17:05:00;"FN277";5018
"Vienna";"Prague";2017-08-25 21:59:00;2017-08-26 00:29:00;"FN310";8299
"Milan";"Prague";2017-08-25 10:07:00;2017-08-25 12:37:00;"FN267";5078
"London";"Vienna";2017-08-25 06:52:00;2017-08-25 09:22:00;"FN338";2577
"Prague";"Vienna";2017-08-25 12:31:00;2017-08-25 15:01:00;"FN389";12930
"Milan";"Vienna";2017-08-25 18:18:00;2017-08-25 20:48:00;"FN343";6367
"London";"Milan";2017-08-25 20:45:00;2017-08-25 23:15:00;"FN356";10789
"Prague";"Milan";2017-08-25 08:16:00;2017-08-25 10:46:00;"FN363";6487
"Vienna";"Milan";2017-08-25 11:28:00;2017-08-25 13:58:00;"FN299";8916
"Prague";"London";2017-08-26 17:56:00;2017-08-26 20:26:00;"FN297";9107
"Vienna";"London";2017-08-26 15:37:00;2017-08-26 18:07:00;"FN367";5458
"Milan";"London";2017-08-26 13:29:00;2017-08-26 15:59:00;"FN373";10254
"London";"Prague";2017-08-26 14:35:00;2017-08-26 17:05:00;"FN277";8329
"Vienna";"Prague";2017-08-26 21:59:00;2017-08-27 00:29:00;"FN310";4909
"Milan";"Prague";2017-08-26 10:07:00;2017-08-26 12:37:00;"FN267";10246
"London";"Vienna";2017-08-26 06:52:00;2017-08-26 09:22:00;"FN338";3783
"Prague";"Vienna";2017-08-26 12:31:00;2017-08-26 15:01:00;"FN389";3190
"Milan";"Vienna";2017-08-26 18:18:00;2017-08-26 20:48:00;"FN343";8087
"London";"Milan";2017-08-26 20:45:00;2017-08-26 23:15:00;"FN356";1978
"Prague";"Milan";2017-08-26 08:16:00;2017-08-26 10:46:00;"FN363";8629
"Vienna";"Milan";2017-08-26 11:28:00;2017-08-26 13:58:00;"FN299";13114
"Prague";"London";2017-08-27 17:56:00;2017-08-27 20:26:00;"FN297";15391
"Vienna";"London";2017-08-27 15:37:00;2017-08-27 18:07:00;"FN367";7387
"Milan";"London";2017-08-27 13:29:00;2017-08-27 15:59:00;"FN373";7853
"London";"Prague";2017-08-27 14:35:00;2017-08-27 17:05:00;"FN277";8008
"Vienna";"Prague";2017-08-27 21:59:00;2017-08-28 00:29:00;"FN310";3727
"Milan";"Prague";2017-08-27 10:07:00;2017-08-27 12:37:00;"FN267";9655
"London";"Vienna";2017-08-27 06:52:00;2017-08-27 09:22:00;"FN338";6354
"Prague";"Vienna";2017-08-27 12:31:00;2017-08-27 15:01:00;"FN389";13575
"Milan";"Vienna";2017-08-27 18:18:00;2017-08-27 20:48:00;"FN343";11239
"London";"Milan";2017-08-27 20:45:00;2017-08-27 23:15:00;"FN356";6086
"Prague";"Milan";2017-08-27 08:16:00;2017-08-27 10:46:00;"FN363";5192
"Vienna";"Milan";2017-08-27 11:28:00;2017-08-27 13:58:00;"FN299";3817
"Prague";"London";2017-08-28 17:56:00;2017-08-28 20:26:00;"FN297";10599
"Vienna";"London";2017-08-28 15:37:00;2017-08-28 18:07:00;"FN367";10948
"Milan";"London";2017-08-28 13:29:00;2017-08-28 15:59:00;"FN373";14900
"London";"Prague";2017-08-28 14:35:00;2017-08-28 17:05:00;"FN277";15021
"Vienna";"Prague";2017-08-28 21:59:00;2017-08-29 00:29:00;"FN310";4562
"Milan";"Prague";2017-08-28 10:07:00;2017-08-28 12:37:00;"FN267";5530
"London";"Vienna";2017-08-28 06:52:00;2017-08-28 09:22:00;"FN338";6783
"Prague";"Vienna";2017-08-28 12:31:00;2017-08-28 15:01:00;"FN389";1724
"Milan";"Vienna";2017-08-28 18:18:00;2017-08-28 20:48:00;"FN343";13844
"London";"Milan";2017-08-28 20:45:00;2017-08-28 23:15:00;"FN356";4729
"Prague";"Milan";2017-08-28 08:16:00;2017-08-28 10:46:00;"FN363";11396
"Vienna";"Milan";2017-08-28 11:28:00;2017-08-28 13:58:00;"FN299";3522
"Prague";"London";2017-08-29 17:56:00;2017-08-29 20:26:00;"FN297";11974
"Vienna";"London";2017-08-29 15:37:00;2017-08-29 18:07:00;"FN367";8671
"Milan";"London";2017-08-29 13:29:00;2017-08-29 15:59:00;"FN373";12381
"London";"Prague";2017-08-29 14:35:00;2017-08-29 17:05:00;"FN277";12610
"Vienna";"Prague";2017-08-29 21:59:00;2017-08-30 00:29:00;"FN310";13347
"Milan";"Prague";2017-08-29 10:07:00;2017-08-29 12:37:00;"FN267";1322
"London";"Vienna";2017-08-29 06:52:00;2017-08-29 09:22:00;"FN338";8763
"Prague";"Vienna";2017-08-29 12:31:00;2017-08-29 15:01:00;"FN389";8819
"Milan";"Vienna";2017-08-29 18:18:00;2017-08-29 20:48:00;"FN343";4366
"London";"Milan";2017-08-29 20:45:00;2017-08-29 23:15:00;"FN356";7084
"Prague";"Milan";2017-08-29 08:16:00;2017-08-29 10:46:00;"FN363";971
"Vienna";"Milan";2017-08-29 11:28:00;2017-08-29 13:58:00;"FN299";5725
"Prague";"London";2017-08-30 17:56:00;2017-08-30 20:26:00;"FN297";5382
"Vienna";"London";2017-08-30 15:37:00;2017-08-30 18:07:00;"FN367";9338
"Milan";"London";2017-08-30 13:29:00;2017-08-30 15:59:00;"FN373";5240
"London";"Prague";2017-08-30 14:35:00;2017-08-30 17:05:00;"FN277";8213
"Vienna";"Prague";2017-08-30 21:59:00;2017-08-31 00:29:00;"FN310";19049
"Milan";"Prague";2017-08-30 10:07:00;2017-08-30 12:37:00;"FN267";2475
"London";"Vienna";2017-08-30 06:52:00;2017-08-30 09:22:00;"FN338";8061
"Prague";"Vienna";2017-08-30 12:31:00;2017-08-30 15:01:00;"FN389";13190
"Milan";"Vienna";2017-08-30 18:18:00;2017-08-30 20:48:00;"FN343";15851
"London";"Milan";2017-08-30 20:45:00;2017-08-30 23:15:00;"FN356";10003
"Prague";"Milan";2017-08-30 08:16:00;2017-08-30 10:46:00;"FN363";8736
"Vienna";"Milan";2017-08-30 11:28:00;2017-08-30 13:58:00;"FN299";10636
"Prague";"London";2017-08-31 17:56:00;2017-08-31 20:26:00;"FN297";7485
"Vienna";"London";2017-08-31 15:37:00;2017-08-31 18:07:00;"FN367";5875
"Milan";"London";2017-08-31 13:29:00;2017-08-31 15:59:00;"FN373";13145
"London";"Prague";2017-08-31 14:35:00;2017-08-31 17:05:00;"FN277";6276
"Vienna";"Prague";2017-08-31 21:59:00;2017-09-01 00:29:00;"FN310";5041
"Milan";"Prague";2017-08-31 10:07:00;2017-08-31 12:37:00;"FN267";4975
"London";"Vienna";2017-08-31 06:52:00;2017-08-31 09:22:00;"FN338";6727
"Prague";"Vienna";2017-08-31 12:31:00;2017-08-31 15:01:00;"FN389";13577
"Milan";"Vienna";2017-08-31 18:18:00;2017-08-31 20:48:00;"FN343";3509
"London";"Milan";2017-08-31 20:45:00;2017-08-31 23:15:00;"FN356";8495
"Prague";"Milan";2017-08-31 08:16:00;2017-08-31 10:46:00;"FN363";4070
"Vienna";"Milan";2017-08-31 11:28:00;2017-08-31 13:58:00;"FN299";2680
"Prague";"London";2017-09-01 17:56:00;2017-09-01 20:26:00;"FN297";10625
"Vienna";"London";2017-09-01 15:37:00;2017-09-01 18:07:00;"FN367";7530
"Milan";"London";2017-09-01 13:29:00;2017-09-01 15:59:00;"FN373";8024
"London";"Prague";2017-09-01 14:35:00;2017-09-01 17:05:00;"FN277";10717
"Vienna";"Prague";2017-09-01 21:59:00;2017-09-02 00:29:00;"FN310";2909
"Milan";"Prague";2017-09-01 10:07:00;2017-09-01 12:37:00;"FN267";2217
"London";"Vienna";2017-09-01 06:52:00;2017-09-01 09:22:00;"FN338";3992
"Prague";"Vienna";2017-09-01 12:31:00;2017-09-01 15:01:00;"FN389";16987
"Milan";"Vienna";2017-09-01 18:18:00;2017-09-01 20:48:00;"FN343";7798
"London";"Milan";2017-09-01 20:45:00;2017-09-01 23:15:00;"FN356";1832
"Prague";"Milan";2017-09-01 08:16:00;2017-09-01 10:46:00;"FN363";2134
"Vienna";"Milan";2017-09-01 11:28:00;2017-09-01 13:58:00;"FN299";4346
"Prague";"London";2017-09-02 17:56:00;2017-09-02 20:26:00;"FN297";1745
"Vienna";"London";2017-09-02 15:37:00;2017-09-02 18:07:00;"FN367";6784
"Milan";"London";2017-09-02 13:29:00;2017-09-02 15:59:00;"FN373";12150
"London";"Prague";2017-09-02 14:35:00;2017-09-02 17:05:00;"FN277";9059
"Vienna";"Prague";2017-09-02 21:59:00;2017-09-03 00:29:00;"FN310";5227
"Milan";"Prague";2017-09-02 10:07:00;2017-09-02 12:37:00;"FN267";10582
"London";"Vienna";2017-09-02 06:52:00;2017-09-02 09:22:00;"FN338";7107
"Prague";"Vienna";2017-09-02 12:31:00;2017-09-02 15:01:00;"FN389";9998
"Milan";"Vienna";2017-09-02 18:18:00;2017-09-02 20:48:00;"FN343";3861
"London";"Milan";2017-09-02 20:45:00;2017-09-02 23:15:00;"FN356";11401
"Prague";"Milan";2017-09-02 08:16:00;2017-09-02 10:46:00;"FN363";7270
"Vienna";"Milan";2017-09-02 11:28:00;2017-09-02 13:58:00;"FN299";3885
"Prague";"London";2017-09-03 17:56:00;2017-09-03 20:26:00;"FN297";3643
"Vienna";"London";2017-09-03 15:37:00;2017-09-03 18:07:00;"FN367";7659
"Milan";"London";2017-09-03 13:29:00;2017-09-03 15:59:00;"FN373";3994
"London";"Prague";2017-09-03 14:35:00;2017-09-03 17:05:00;"FN277";1761
"Vienna";"Prague";2017-09-03 21:59:00;2017-09-04 00:29:00;"FN310";2212
"Milan";"Prague";2017-09-03 10:07:00;2017-09-03 12:37:00;"FN267";9622
"London";"Vienna";2017-09-03 06:52:00;2017-09-03 09:22:00;"FN338";12689
"Prague";"Vienna";2017-09-03 12:31:00;2017-09-03 15:01:00;"FN389";7849
"Milan";"Vienna";2017-09-03 18:18:00;2017-09-03 20:48:00;"FN343";11728
"London";"Milan";2017-09-03 20:45:00;2017-09-03 23:15:00;"FN356";3226
"Prague";"Milan";2017-09-03 08:16:00;2017-09-03 10:46:00;"FN363";10492
"Vienna";"Milan";2017-09-03 11:28:00;2017-09-03 13:58:00;"FN299";13647
"Prague";"London";2017-09-04 17:56:00;2017-09-04 20:26:00;"FN297";19548
"Vienna";"London";2017-09-04 15:37:00;2017-09-04 18:07:00;"FN367";12809
"Milan";"London";2017-09-04 13:29:00;2017-09-04 15:59:00;"FN373";11002
"London";"Prague";2017-09-04 14:35:00;2017-09-04 17:05:00;"FN277";5153
"Vienna";"Prague";2017-09-04 21:59:00;2017-09-05 00:29:00;"FN310";3996
"Milan";"Prague";2017-09-04 10:07:00;2017-09-04 12:37:00;"FN267";2325
"London";"Vienna";2017-09-04 06:52:00;2017-09-04 09:22:00;"FN338";2738
"Prague";"Vienna";2017-09-04 12:31:00;2017-09-04 15:01:00;"FN389";9539
"Milan";"Vienna";2017-09-04 18:18:00;2017-09-04 20:48:00;"FN343";11459
"London";"Milan";2017-09-04 20:45:00;2017-09-04 23:15:00;"FN356";15553
"Prague";"Milan";2017-09-04 08:16:00;2017-09-04 10:46:00;"FN363";7080
"Vienna";"Milan";2017-09-04 11:28:00;2017-09-04 13:58:00;"FN299";11288
"Prague";"London";2017-09-05 17:56:00;2017-09-05 20:26:00;"FN297";4580
"Vienna";"London";2017-09-05 15:37:00;2017-09-05 18:07:00;"FN367";13930
"Milan";"London";2017-09-05 13:29:00;2017-09-05 15:59:00;"FN373";13359
"London";"Prague";2017-09-05 14:35:00;2017-09-05 17:05:00;"FN277";16338
"Vienna";"Prague";2017-09-05 21:59:00;2017-09-06 00:29:00;"FN310";6373
"Milan";"Prague";2017-09-05 10:07:00;2017-09-05 12:37:00;"FN267";20473
"London";"Vienna";2017-09-05 06:52:00;2017-09-05 09:22:00;"FN338";5128
"Prague";"Vienna";2017-09-05 12:31:00;2017-09-05 15:01:00;"FN389";11940
"Milan";"Vienna";2017-09-05 18:18:00;2017-09-05 20:48:00;"FN343";13878
"London";"Milan";2017-09-05 20:45:00;2017-09-05 23:15:00;"FN356";2101
"Prague";"Milan";2017-09-05 08:16:00;2017-09-05 10:46:00;"FN363";5853
"Vienna";"Milan";2017-09-05 11:28:00;2017-09-05 13:58:00;"FN299";7745
"Prague";"London";2017-09-06 17:56:00;2017-09-06 20:26:00;"FN297";3670
"Vienna";"London";2017-09-06 15:37:00;2017-09-06 18:07:00;"FN367";4707
"Milan";"London";2017-09-06 13:29:00;2017-09-06 15:59:00;"FN373";4853
"London";"Prague";2017-09-06 14:35:00;2017-09-06 17:05:00;"FN277";5088
"Vienna";"Prague";2017-09-06 21:59:00;2017-09-07 00:29:00;"FN310";12161
"Milan";"Prague";2017-09-06 10:07:00;2017-09-06 12:37:00;"FN267";10922
"London";"Vienna";2017-09-06 06:52:00;2017-09-06 09:22:00;"FN338";11086
"Prague";"Vienna";2017-09-06 12:31:00;2017-09-06 15:01:00;"FN389";13601
"Milan";"Vienna";2017-09-06 18:18:00;2017-09-06 20:48:00;"FN343";13584
"London";"Milan";2017-09-06 20:45:00;2017-09-06 23:15:00;"FN356";14983
"Prague";"Milan";2017-09-06 08:16:00;2017-09-06 10:46:00;"FN363";12083
"Vienna";"Milan";2017-09-06 11:28:00;2017-09-06 13:58:00;"FN299";5642
"Prague";"London";2017-09-07 17:56:00;2017-09-07 20:26:00;"FN297";11164
"Vienna";"London";2017-09-07 15:37:00;2017-09-07 18:07:00;"FN367";8538
"Milan";"London";2017-09-07 13:29:00;2017-09-07 15:59:00;"FN373";10386
"London";"Prague";2017-09-07 14:35:00;2017-09-07 17:05:00;"FN277";3965
"Vienna";"Prague";2017-09-07 21:59:00;2017-09-08 00:29:00;"FN310";9476
"Milan";"Prague";2017-09-07 10:07:00;2017-09-07 12:37:00;"FN267";2608
"London";"Vienna";2017-09-07 06:52:00;2017-09-07 09:22:00;"FN338";3873
"Prague";"Vienna";2017-09-07 12:31:00;2017-09-07 15:01:00;"FN389";8403
"Milan";"Vienna";2017-09-07 18:18:00;2017-09-07 20:48:00;"FN343";4958
"London";"Milan";2017-09-07 20:45:00;2017-09-07 23:15:00;"FN356";2689
"Prague";"Milan";2017-09-07 08:16:00;2017-09-07 10:46:00;"FN363";14037
"Vienna";"Milan";2017-09-07 11:28:00;2017-09-07 13:58:00;"FN299";2974
"Prague";"London";2017-09-08 17:56:00;2017-09-08 20:26:00;"FN297";8354
"Vienna";"London";2017-09-08 15:37:00;2017-09-08 18:07:00;"FN367";5183
"Milan";"London";2017-09-08 13:29:00;2017-09-08 15:59:00;"FN373";11832
"London";"Prague";2017-09-08 14:35:00;2017-09-08 17:05:00;"FN277";11653
"Vienna";"Prague";2017-09-08 21:59:00;2017-09-09 00:29:00;"FN310";7316
"Milan";"Prague";2017-09-08 10:07:00;2017-09-08 12:37:00;"FN267";9830
"London";"Vienna";2017-09-08 06:52:00;2017-09-08 09:22:00;"FN338";12591
"Prague";"Vienna";2017-09-08 12:31:00;2017-09-08 15:01:00;"FN389";4667
"Milan";"Vienna";2017-09-08 18:18:00;2017-09-08 20:48:00;"FN343";16594
"London";"Milan";2017-09-08 20:45:00;2017-09-08 23:15:00;"FN356";870
"Prague";"Milan";2017-09-08 08:16:00;2017-09-08 10:46:00;"FN363";22721
"Vienna";"Milan";2017-09-08 11:28:00;2017-09-08 13:58:00;"FN299";10524
"Prague";"London";2017-09-09 17:56:00;2017-09-09 20:26:00;"FN297";1874
"Vienna";"London";2017-09-09 15:37:00;2017-09-09 18:07:00;"FN367";13005
"Milan";"London";2017-09-09 13:29:00;2017-09-09 15:59:00;"FN373";5426
"London";"Prague";2017-09-09 14:35:00;2017-09-09 17:05:00;"FN277";3145
"Vienna";"Prague";2017-09-09 21:59:00;2017-09-10 00:29:00;"FN310";4148
"Milan";"Prague";2017-09-09 10:07:00;2017-09-09 12:37:00;"FN267";5981
"London";"Vienna";2017-09-09 06:52:00;2017-09-09 09:22:00;"FN338";9041
"Prague";"Vienna";2017-09-09 12:31:00;2017-09-09 15:01:00;"FN389";1487
"Milan";"Vienna";2017-09-09 18:18:00;2017-09-09 20:48:00;"FN343";7619
"London";"Milan";2017-09-09 20:45:00;2017-09-09 23:15:00;"FN356";15076
"Prague";"Milan";2017-09-09 08:16:00;2017-09-09 10:46:00;"FN363";6080
"Vienna";"Milan";2017-09-09 11:28:00;2017-09-09 13:58:00;"FN299";10844
"Prague";"London";2017-09-10 17:56:00;2017-09-10 20:26:00;"FN297";3265
"Vienna";"London";2017-09-10 15:37:00;2017-09-10 18:07:00;"FN367";8451
"Milan";"London";2017-09-10 13:29:00;2017-09-10 15:59:00;"FN373";4291
"London";"Prague";2017-09-10 14:35:00;2017-09-10 17:05:00;"FN277";4302
"Vienna";"Prague";2017-09-10 21:59:00;2017-09-11 00:29:00;"FN310";8936
"Milan";"Prague";2017-09-10 10:07:00;2017-09-10 12:37:00;"FN267";4288
"London";"Vienna";2017-09-10 06:52:00;2017-09-10 09:22:00;"FN338";4125
"Prague";"Vienna";2017-09-10 12:31:00;2017-09-10 15:01:00;"FN389";11119
"Milan";"Vienna";2017-09-10 18:18:00;2017-09-10 20:48:00;"FN343";3478
"London";"Milan";2017-09-10 20:45:00;2017-09-10 23:15:00;"FN356";20882
"Prague";"Milan";2017-09-10 08:16:00;2017-09-10 10:46:00;"FN363";2315
"Vienna";"Milan";2017-09-10 11:28:00;2017-09-10 13:58:00;"FN299";4028
"Prague";"London";2017-09-11 17:56:00;2017-09-11 20:26:00;"FN297";6058
"Vienna";"London";2017-09-11 15:37:00;2017-09-11 18:07:00;"FN367";5054
"Milan";"London";2017-09-11 13:29:00;2017-09-11 15:59:00;"FN373";10586
"London";"Prague";2017-09-11 14:35:00;2017-09-11 17:05:00;"FN277";9573
"Vienna";"Prague";2017-09-11 21:59:00;2017-09-12 00:29:00;"FN310";12381
"Milan";"Prague";2017-09-11 10:07:00;2017-09-11 12:37:00;"FN267";4987
"London";"Vienna";2017-09-11 06:52:00;2017-09-11 09:22:00;"FN338";11902
"Prague";"Vienna";2017-09-11 12:31:00;2017-09-11 15:01:00;"FN389";2172
"Milan";"Vienna";2017-09-11 18:18:00;2017-09-11 20:48:00;"FN343";8372
"London";"Milan";2017-09-11 20:45:00;2017-09-11 23:15:00;"FN356";11685
"Prague";"Milan";2017-09-11 08:16:00;2017-09-11 10:46:00;"FN363";20058
"Vienna";"Milan";2017-09-11 11:28:00;2017-09-11 13:58:00;"FN299";14135
"Prague";"London";2017-09-12 17:56:00;2017-09-12 20:26:00;"FN297";2122
"Vienna";"London";2017-09-12 15:37:00;2017-09-12 18:07:00;"FN367";10259
"Milan";"London";2017-09-12 13:29:00;2017-09-12 15:59:00;"FN373";12429
"London";"Prague";2017-09-12 14:35:00;2017-09-12 17:05:00;"FN277";3440
"Vienna";"Prague";2017-09-12 21:59:00;2017-09-13 00:29:00;"FN310";12154
"Milan";"Prague";2017-09-12 10:07:00;2017-09-12 12:37:00;"FN267";5226
"London";"Vienna";2017-09-12 06:52:00;2017-09-12 09:22:00;"FN338";10262
"Prague";"Vienna";2017-09-12 12:31:00;2017-09-12 15:01:00;"FN389";9758
"Milan";"Vienna";2017-09-12 18:18:00;2017-09-12 20:48:00;"FN343";6983
"London";"Milan";2017-09-12 20:45:00;2017-09-12 23:15:00;"FN356";3972
"Prague";"Milan";2017-09-12 08:16:00;2017-09-12 10:46:00;"FN363";11491
"Vienna";"Milan";2017-09-12 11:28:00;2017-09-12 13:58:00;"FN299";8609
"Prague";"London";2017-09-13 17:56:00;2017-09-13 20:26:00;"FN297";6017
"Vienna";"London";2017-09-13 15:37:00;2017-09-13 18:07:00;"FN367";16074
"Milan";"London";2017-09-13 13:29:00;2017-09-13 15:59:00;"FN373";939
"London";"Prague";2017-09-13 14:35:00;2017-09-13 17:05:00;"FN277";12642
"Vienna";"Prague";2017-09-13 21:59:00;2017-09-14 00:29:00;"FN310";7289
"Milan";"Prague";2017-09-13 10:07:00;2017-09-13 12:37:00;"FN267";2739
"London";"Vienna";2017-09-13 06:52:00;2017-09-13 09:22:00;"FN338";5433
"Prague";"Vienna";2017-09-13 12:31:00;2017-09-13 15:01:00;"FN389";5652
"Milan";"Vienna";2017-09-13 18:18:00;2017-09-13 20:48:00;"FN343";20417
"London";"Milan";2017-09-13 20:45:00;2017-09-13 23:15:00;"FN356";7705
"Prague";"Milan";2017-09-13 08:16:00;2017-09-13 10:46:00;"FN363";6255
"Vienna";"Milan";2017-09-13 11:28:00;2017-09-13 13:58:00;"FN299";12551
"Prague";"London";2017-09-14 17:56:00;2017-09-14 20:26:00;"FN297";13330
"Vienna";"London";2017-09-14 15:37:00;2017-09-14 18:07:00;"FN367";8034
"Milan";"London";2017-09-14 13:29:00;2017-09-14 15:59:00;"FN373";2206
"London";"Prague";2017-09-14 14:35:00;2017-09-14 17:05:00;"FN277";9631
"Vienna";"Prague";2017-09-14 21:59:00;2017-09-15 00:29:00;"FN310";6840
"Milan";"Prague";2017-09-14 10:07:00;2017-09-14 12:37:00;"FN267";12016
"London";"Vienna";2017-09-14 06:52:00;2017-09-14 09:22:00;"FN338";22141
"Prague";"Vienna";2017-09-14 12:31:00;2017-09-14 15:01:00;"FN389";2133
"Milan";"Vienna";2017-09-14 18:18:00;2017-09-14 20:48:00;"FN343";7459
"London";"Milan";2017-09-14 20:45:00;2017-09-14 23:15:00;"FN356";16541
"Prague";"Milan";2017-09-14 08:16:00;2017-09-14 10:46:00;"FN363";5802
"Vienna";"Milan";2017-09-14 11:28:00;2017-09-14 13:58:00;"FN299";8805
"Prague";"London";2017-09-15 17:56:00;2017-09-15 20:26:00;"FN297";5194
"Vienna";"London";2017-09-15 15:37:00;2017-09-15 18:07:00;"FN367";2815
"Milan";"London";2017-09-15 13:29:00;2017-09-15 15:59:00;"FN373";6475
"London";"Prague";2017-09-15 14:35:00;2017-09-15 17:05:00;"FN277";6541
"Vienna";"Prague";2017-09-15 21:59:00;2017-09-16 00:29:00;"FN310";17499
"Milan";"Prague";2017-09-15 10:07:00;2017-09-15 12:37:00;"FN267";8166
"London";"Vienna";2017-09-15 06:52:00;2017-09-15 09:22:00;"FN338";4598
"Prague";"Vienna";2017-09-15 12:31:00;2017-09-15 15:01:00;"FN389";16181
"Milan";"Vienna";2017-09-15 18:18:00;2017-09-15 20:48:00;"FN343";2958
"London";"Milan";2017-09-15 20:45:00;2017-09-15 23:15:00;"FN356";6019
"Prague";"Milan";2017-09-15 08:16:00;2017-09-15 10:46:00;"FN363";9665
"Vienna";"Milan";2017-09-15 11:28:00;2017-09-15 13:58:00;"FN299";5599
"Prague";"London";2017-09-16 17:56:00;2017-09-16 20:26:00;"FN297";5774
"Vienna";"London";2017-09-16 15:37:00;2017-09-16 18:07:00;"FN367";6395
"Milan";"London";2017-09-16 13:29:00;2017-09-16 15:59:00;"FN373";3507
"London";"Prague";2017-09-16 14:35:00;2017-09-16 17:05:00;"FN277";11962
"Vienna";"Prague";2017-09-16 21:59:00;2017-09-17 00:29:00;"FN310";11419
"Milan";"Prague";2017-09-16 10:07:00;2017-09-16 12:37:00;"FN267";5985
"London";"Vienna";2017-09-16 06:52:00;2017-09-16 09:22:00;"FN338";2325
"Prague";"Vienna";2017-09-16 12:31:00;2017-09-16 15:01:00;"FN389";6337
"Milan";"Vienna";2017-09-16 18:18:00;2017-09-16 20:48:00;"FN343";16224
"London";"Milan";2017-09-16 20:45:00;2017-09-16 23:15:00;"FN356";2787
"Prague";"Milan";2017-09-16 08:16:00;2017-09-16 10:46:00;"FN363";10960
"Vienna";"Milan";2017-09-16 11:28:00;2017-09-16 13:58:00;"FN299";14808
"Prague";"London";2017-09-17 17:56:00;2017-09-17 20:26:00;"FN297";5750
"Vienna";"London";2017-09-17 15:37:00;2017-09-17 18:07:00;"FN367";9420
"Milan";"London";2017-09-17 13:29:00;2017-09-17 15:59:00;"FN373";6944
"London";"Prague";2017-09-17 14:35:00;2017-09-17 17:05:00;"FN277";10744
"Vienna";"Prague";2017-09-17 21:59:00;2017-09-18 00:29:00;"FN310";7510
"Milan";"Prague";2017-09-17 10:07:00;2017-09-17 12:37:00;"FN267";3971
"London";"Vienna";2017-09-17 06:52:00;2017-09-17 09:22:00;"FN338";9185
"Prague";"Vienna";2017-09-17 12:31:00;2017-09-17 15:01:00;"FN389";12730
"Milan";"Vienna";2017-09-17 18:18:00;2017-09-17 20:48:00;"FN343";8014
"London";"Milan";2017-09-17 20:45:00;2017-09-17 23:15:00;"FN356";5625
"Prague";"Milan";2017-09-17 08:16:00;2017-09-17 10:46:00;"FN363";1828
"Vienna";"Milan";2017-09-17 11:28:00;2017-09-17 13:58:00;"FN299";13617
"Prague";"London";2017-09-18 17:56:00;2017-09-18 20:26:00;"FN297";8105
"Vienna";"London";2017-09-18 15:37:00;2017-09-18 18:07:00;"FN367";9147
"Milan";"London";2017-09-18 13:29:00;2017-09-18 15:59:00;"FN373";17546
"London";"Prague";2017-09-18 14:35:00;2017-09-18 17:05:00;"FN277";5925
"Vienna";"Prague";2017-09-18 21:59:00;2017-09-19 00:29:00;"FN310";11010
"Milan";"Prague";2017-09-18 10:07:00;2017-09-18 12:37:00;"FN267";7422
"London";"Vienna";2017-09-18 06:52:00;2017-09-18 09:22:00;"FN338";21841
"Prague";"Vienna";2017-09-18 12:31:00;2017-09-18 15:01:00;"FN389";13717
"Milan";"Vienna";2017-09-18 18:18:00;2017-09-18 20:48:00;"FN343";11059
"London";"Milan";2017-09-18 20:45:00;2017-09-18 23:15:00;"FN356";7160
"Prague";"Milan";2017-09-18 08:16:00;2017-09-18 10:46:00;"FN363";6467
"Vienna";"Milan";2017-09-18 11:28:00;2017-09-18 13:58:00;"FN299";7040
"Prague";"London";2017-09-19 17:56:00;2017-09-19 20:26:00;"FN297";2018
"Vienna";"London";2017-09-19 15:37:00;2017-09-19 18:07:00;"FN367";5230
